"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Kristina,5.0 out of 5 stars,"So I never write reviews online, but feel compelled to do so for this purchase because of how blown away I am by these earbuds.I can't find my t14's for the life of me and, upon the pre-gym self-loathing in my truck today (lol) at the thought of a workout without them, I began browsing Amazon for the same pair.Sadly, I couldn't find them, but I am happy to have happened upon these!Not only did they show up in less than 6 hours from the moment I ordered them in the gym parking lot (seriously Amazon, this is getting a bit scary haha!), but I just tested them out and am blown away at the sound quality I received for only having spent $25 (plus tax it came out to around 27)! They paired in under a minute as well.I'm deaf in my left ear, so wearing both buds can be superfluous, but these actually give off enough bass to give me the sensation of ""hearing"" on my deaf side. For those who dont understand, because I only went deaf in that ear 2 years ago, it helps u feel less ""imbalanced"", so it's a HUGE plus for me with my vertigo. You can still tell there's some sort of sound happening.The only downside I can see is that, when I went to test them, they seemed a bit larger than my old ones. However, I haven't worn my old ones in a very long time, as I've been going to the gym with a friend and enjoying her company instead, so I'm hoping my ears just have to adapt to them.Overall, I'm very pleased with my purchase and hope you are too if you order these! :)Ps- the packaging they came in was also very nice. They're encased in the black foam you'd typically see in gun cases, or cases for musical instruments and such, not some cheap plastic. Not sure if this matters, but it makes me feel like the company is just putting a little extra thought into their customer's experience!","September 24, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Jonathan Brown,1.0 out of 5 stars,I like the way they sit in my ears. They only slip out if I bend way over. Pairing was super easy and it’s also easy to disconnect and reconnect to a different device they have been paired with. For example my phone to my laptop. They seem to change relatively quickly. The battery life seems great and more than I will probably ever need in one go. I wish I could make them louder. All the setting are correct nothing missing there. Is it just me? Overall great product with a great price.,"November 26, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Cliffford,5.0 out of 5 stars,"I purchased these at the suggestion of my teenaged son. I needed something for the gym that would allow me to listen to music while drowning out the noise of the gym, but still allow me to pause my music and allow me to stop and listen to someone talk without taking them out. Some previous earbuds I had, they had a tendency to slip out of my ears as I started sweating. These stay put. They're loud enough, while still maintaining sound quality, to do what I need to do at the gym. And they're great outside the gym as well.","November 26, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Brooklyn,5.0 out of 5 stars,These ear phones are absolutely phenomenal.My AirPods broke and I just couldn’t find myself paying that much to replace them because honestly I don’t feel like they are worth it. So I wanted to find something a little bit more affordable. These earphones are shaped just like them but I feel like they fit the ear a little better.The sound quality is amazing and the little case is so  chic and cute. They stay charged for a very long time.  if you’re looking for a quality replacement at an affordable price this is your go to,"November 24, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Kristy A.,5.0 out of 5 stars,Before I bought these earbuds I looked at all of the reviews and lemme just say THE BASS IS AMAZING. If you want bass for cheap then get these. They sound like AirPods Fr and the music is crisp and sharp. Noise cancellation is good if the music is turned up. Still need time to see abt the battery life but it charges very fast. Overall it’s a fire product and I’m glad I bought it.,"November 29, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Hanna,5.0 out of 5 stars,"For the price, these are pretty good. Sound quality is not great but for podcast listening, they work for me. Battery life lasts long enough for me to run approx 5 hour errands. I like how I can just tap them to pause or hold longer to raise volume. My ears only get soar after several hours of wearing them.","December 4, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,4.0 out of 5 stars,My AirPods went out after 4+ years of use and I didn’t want to spend $200+ on another set so I gave these puppies a go. Boy was I impressed. Bought them for $18 and they are worth every single penny. My “only” complaint is that the sensors on the headphones are very very sensitive as they stop the music while I’m trying secure the headphones into my ears. Other than that; go get them suckers!,"November 27, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Alexis,4.0 out of 5 stars,My husband and I were a little skeptical about buying these we wanted to get something that was good quality and it would last a while without being a whole lot of money. As soon as my husband put them on he said the quality sounded really good battery life is pretty good he charges it maybe once every three days. And noise cancellation is also really good we both put them on and couldn’t hear each other when we were talking to each other.,"November 14, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Hannah,5.0 out of 5 stars,These are fantastic and what a steal for the price! The only thing I wish were easier was raising the volume. The left ear seems to lower the volume a whole lot easier than the right ear does at raising it. No idea why. Otherwise I CANNOT complain. I would definitely recommend these to people! They even arrived charged up!,"December 4, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Alisha,4.0 out of 5 stars,"These headphone are great for what you pay. Very reasonable, and similar to AirPods. Sound quality is clear and audio/mic works great for hands free talking. I bought them to listen to books and talk to people hands free and they work just fine. My only complaint is I wish it would show the charging case battery level, but I just try to keep it charged. I recommend if you want something practical and reasonably priced.","November 17, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Christinep808,5.0 out of 5 stars,"I usually do not write reviews on products I purchase BUT when there’s one that shines like a star, I will.  I don’t have anything negative to write.  What is a bit odd is the connection piece to the charging unit itself doesn’t insert fully as seen in my attached picture.  All in all, sound quality is excellent, ear buds function as described and battery life is good also as described.  The price plus 30% discount cannot be beat currently.  Very satisfied customer here!!  Mahalo from Hawaii Yobola!!","November 16, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",CJ,1.0 out of 5 stars,"I wanted some economical earbuds to listen to music at the office, on my phone/playlists, while I work, (without others having to hear or be disturbed my music.) These little earbuds work perfectly. They paired effortlessly with my phone's Bluetooth and are simple to operate. If you're looking for simple, inexpensive earbuds, I highly recommend these.","November 30, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Bonnie K,5.0 out of 5 stars,"Overall, these headphones are great! I didn’t want to spend a significant amount of money on Apple’s headphones, so these are what I got instead. I would give a 5 star review if the battery lasted longer. They’re good for about 5 hours before needing charged, but they’re great for as cheap as they are!","November 21, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Erin,5.0 out of 5 stars,"I like the product.  This is my first time using wireless headphones and I was worried they would fall out or feel loose, but they fit well.  Very easy to pair and travel / charger case makes it easy to travel with and not get lost.","November 22, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Reviews to Help,4.0 out of 5 stars,"I’m honestly shocked by the quality of these. I would never buy apple EarPods because they’d go thru the washer and I’d be out a hundred bucks. So, I took a chance on these beauties and they’re an exceptional value in every way.  HOWEVER, I have big hands and the case is as slippery as a wet bar of soap.  I drop it constantly!  Figure it will eventually break but hey, for 20 bucks I’ve already gotten my money’s worth.","November 15, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",J Jones ,4.0 out of 5 stars,"The case and earbuds charged quickly. Pairing was quick and easy with a samsung galaxy z fold 4. The sound quality was better than expected. These are also the first wireless earbuds that would fit in my ear. I have tried all of the more expensive brands like samsung, beats, etc.","November 29, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",M. Warren,5.0 out of 5 stars,"I was very wary to try these, due to the low price. However, I was very pleasantly surprised. I am not terribly picky about sound quality. Just wanted to use them when I am going to sleep. They sound good to me and have a good battery life. They are comfortable enough to use when sleeping.","November 23, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Webb,5.0 out of 5 stars,I don't trust my middle schooler with the apple airpods she wants.  These have been a great solution.  Easy to charge and sync.  Recommend.,"November 29, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Carla Richardson,5.0 out of 5 stars,"Wow, great buds.  Because I only paid 25 bucks for these, I wasn't expecting too much.  From the moment I turned them on, I have not been disappointed - everything from charge time to sound quality, user-friendly, and even the way the buds fit/feel.  I don't like writing a review, but these days, with so many products that are horrible or just so-so, I take the time to write one.  Also noteworthy:  I went from Apple AirPods to these as I broke one and was tired of only using the one.  So far, the quality definitely compares.  Just sayin'...","November 3, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",SaraJ,4.0 out of 5 stars,I bought these when starting a new job in a non-private office. They are just what I need - connect easily to my Android phone and work just fine. I was glad that reviews specified they were comfortable for smaller ears and for me thst is proving to be true. Not strong at noise canceling but that isn't a high priority to me so that I can easily hear when others speak to me at my desk.,"November 14, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,5.0 out of 5 stars,"Not bad. I never noticed any real noise canceling but they connect quick and stay connected. Decent Bluetooth range. Good battery life. I've had similarly priced pairs that would loose connection between each ear buds and it would sound like you were listening to music through a fan. Not with these ones. For the price, a real good set. Would recommend.","November 3, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Karen Morse,1.0 out of 5 stars,"I was skeptical about buying these as I only have gotten airpods because my ears are small and a lot of others don’t stay in my ear but comparing to airpods they are honestly just as good, I figured I was buying these for a short while until I bit the bullet to buy another set of airpods but now I don’t need—i’ll stick with these ones now! Great quality and comfortable!","November 17, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Ray,4.0 out of 5 stars,"Headphones sound great, battery life is very good.  I use them everyday at the gym and haven't had any problems.  Only issue is sometimes they will fade in and out if your arm or some part of your body passes between your phone and the headphones.  They do seem very sensitive to this issue, otherwise they are great headphones, especially for the price.","November 3, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Joana,5.0 out of 5 stars,"I selected these as an affordable option for my son who is 9. He loves them and they’re comparable to my name brand pair. It’s a rapid charge time and they typically last the day. They’re great for the car so he can listen to his content without disturbing everyone else and the volume control is excellent. Very pleased with this option, especially at such an excellent price point.","November 16, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Tony Rossetti,4.0 out of 5 stars,I got these so I can listen to lectures while at work when things get slow. It’s important I still can hear what’s going on around me. Sound quality is great and I can still hear what’s going on in the environment at the same time. Did try to listen to music a few times and was impressed. I turned them up loud and noise cancellation and sound quality is pretty impressive for such a low price.,"November 10, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,5.0 out of 5 stars,I use one at a time since I do work in a liquor store and talk to customers so the battery for one lasts up to 5-6 hours then I’ll switch to the other earbud for the rest of my shift,"November 27, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Maggie Rindos,5.0 out of 5 stars,Love this earbuds. My only complaint is they are not completely waterproof. This may have been my misunderstanding. I took them into a pool and they still are working though!,"November 23, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",cjvegas,5.0 out of 5 stars,Very short range from my phone. Other ears buds are all able to be apart many feet. But this set is very short range and disconnects. Have to almost carry my phone with me in a few feet. Nice sounds but....,"November 27, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Pinoyjones,4.0 out of 5 stars,"Good buy for $20. No noise cancellation but good sound. Battery lasts long but can’t tell when it needs recharging. Earpiece button is very sensitive.  Just putting hoody on or off turns it on or off.  Overall, not bad for what I paid.","November 15, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",AS,5.0 out of 5 stars,"I opened these today (I’ll try to update the review as time goes on) and these work well. They came 50% charged which is recommended when storing devices long term. It paired quickly under “T9”. Unlike other headphones, I am able to listen to music on the first notch (other headphones beep and don’t let you), which is important since I have sensitive hearing. There is music that plays out of both earpieces. Everything seems to be functioning properly. There are “shortcuts” on the device like double tap on the right headphone to skip to the next song, three times for Siri, etc. it pairs well with my Apple product.","October 27, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Holly Long,5.0 out of 5 stars,"After trying different Bluetooth headphones, I was starting to worry that I would have to buy AirPods to have wireless headphones that fit well, and don’t constantly try to fall out. But thankfully I found these because they fit really well and sound great! Battery life seems great too. I haven’t had to charge them since I got them a couple weeks ago.","November 16, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Ellen Bessemans,1.0 out of 5 stars,"I wanted wireless headphones that looked like AirPods. These can get so loud! If I’m wearing both, I can’t hear my coworkers. I have been using this non-stop at work and I’m obsessed. I’m able to listen to my own music w/out judgement lol. I can even walk far away from my phone and my music will still reach the Bluetooth for me.","November 14, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Karen Notzon,5.0 out of 5 stars,"Ordered these Earbuds as a last minute gift for my daughter’s birthday. They arrived quickly and so far, the quality had been excellent….really no different than a pricey name-brand pair. They hold a charge for a super long time, too. My daughter loves them hasn’t gone a day without using them.She takes them with her everywhere!","November 16, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,5.0 out of 5 stars,Good for the price. Like the earphones turning off when not connected,"November 30, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",LongIsland Retiree,5.0 out of 5 stars,Wasn't sure what to buy? but took a chance on this model and it's great.Does everything and more then my wife's iphone model.I can put one in or both so i can choose to be able to hear around me or not.,"November 22, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Michael Gonzales,4.0 out of 5 stars,"I bought these for my teenage daughter who wanted wireless earbuds. We couldn’t afford the apple earbuds so we got these and honestly I think they are equal quality. They have great style, comfort, and we love the case which keeps them safe and organized. I’m so glad we decided to get these. Highly recommend!","November 18, 2022",United States,B09LCVHCVX
"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Sandy,5.0 out of 5 stars,"I normally use corded ear buds however decided to give these a try for use at the gym. I am very pleased. I don't have high expectations I just wanted cordless as it's easier to move around, and the price was fair. Battery life is great, comfort just fine, sound quality, well, I can hear my music perfect so that's good. I got the black so they'd blend in with my hair :)","November 9, 2022",United States,B09LCVHCVX
